bookID,title,authors,average_rating,ratings_count,publication_date,
31851,An Introduction to Political Philosophy,Jonathan Wolff,4.11,767,2006-03-01,
31853,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,4.13,148,1967-04-21,
31854,Philosophy: The Basics,Nigel Warburton,3.84,830,2004-07-01,
31855,A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,3.92,58,1998-09-21,
31856,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,4.07,1145,1999-10-08,
31860,Practical Philosophy,Immanuel Kant/Mary J. Gregor,4.1,288,1999-12-08,
31862,Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71,24689,1999-06-15,
31864,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,3.99,341,2005-12-01,
31868,Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,3.78,9,2006-06-01,
31871,History of Political Philosophy,Leo Strauss/Joseph Cropsey,4.17,441,1987-11-30,
31875,What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,4.19,400,2004-03-15,
31876,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,4.05,54,1995-06-01,
31878,Seinfeld and Philosophy,William Irwin,3.5,914,1999-08-20,
31880,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75,4,2004-10-18,
31881,Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,3.56,241,2000-08-08,
31882,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,3.91,1947,2002-08-28,
31891,A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.8,348,2001-11-11,
31894,Ancient Philosophy,Anthony Kenny,3.98,260,2006-11-30,
31898,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,3.75,293,2004-08-09,
31899,Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,4.3,437,1990-06-01,
31904,Philosophy of Religion,John Harwood Hick,3.68,180,1989-11-20,
31910,Early Greek Philosophy,Jonathan Barnes,4.09,2088,2002-09-26,
31911,Contemporary Political Philosophy,Will Kymlicka,4,594,2001-10-25,
31912,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,4.06,2519,2003-03-13,
31916,Philosophy: The Classics,Nigel Warburton,3.89,337,1998-07-09,
31917,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,19,2007-03-01,
31923,Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,4.1,1245,1992-01-08,
31925,Philosophy Made Simple,Robert Hellenga,3.39,501,2007-03-01,
31929,The Philosophy of Biology,David L. Hull/Michael Ruse,3.89,14,1998-08-27,
31938,Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74,95,2002-03-01,
31947,Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,2815,1981-01-21,
31960,The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,3.87,53,2003-10-10,
31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,2539,2005-08-02,
31974,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79,96,2005-07-19,
31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,4.19,10769,2007-06-27,
31976,FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,388,2001-12-17,
31978,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,3.7,1409,2006-10-04,
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17,24262,2006-05-10,
31980,Cross-X,Joe  Miller,3.8,189,2006-10-03,
31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24,8900,2007-02-14,
31983,X/1999  Volume 01: Prelude,CLAMP,3.96,3138,2003-04-30,
31985,X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03,1092,2003-04-30,
31992,鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,4.5,9,2004-06-01,
31993,鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,4.58,5,2004-06-02,
31994,鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,3,2005-03-23,
31995,鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,4.55,5,2004-06-02,
31996,鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,4.57,4,2004-12-16,
31997,鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,4.56,6,2004-06-02,
31998,鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,4.52,5,2004-06-01,
31999,鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,4.57,5,2004-06-12,
32016,The Gospel According to Job,Mike Mason,4.46,138,2002-10-03,
32039,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83,5,2003-03-17,
32053,The Complete Poems (Poetry Library),D.H. Lawrence,4.01,1564,1994-08-05,
32060,Complete Short Stories  Vol 2,D.H. Lawrence,4.03,85,1961-07-10,
32065,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68,199,1997-07-01,
32070,The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,4.01,62,1994-01-01,
32071,Sons and Lovers,D.H. Lawrence/Geoff Dyer,3.63,39333,1999-08-17,
32075,The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,3.49,27,2002-08-08,
32078,Amnesia Moon,Jonathan Lethem,3.49,2953,2005-08-08,
32080,Paul Revere's Ride,David Hackett Fischer,4.12,3907,1995-04-19,
32082,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97,204,1999-11-11,
32083,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,17,1978-04-01,
32094,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,172,2000-12-27,
32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,2149,1998-12-29,
32097,The Age of Grief,Jane Smiley,3.81,1389,2002-06-11,
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,696,2005-04-19,
32102,Venetia,Georgette Heyer,4.1,10067,2006-10-24,
32103,Lady of Quality,Georgette Heyer,3.88,5927,2005-06-02,
32104,False Colours,Georgette Heyer,3.86,4457,2005-06-02,
32105,Sylvester,Georgette Heyer/Joan Wolf,4.11,10231,2004-04-23,
32106,The Convenient Marriage,Georgette Heyer,3.68,9272,2005-01-06,
32107,Sprig Muslin,Georgette Heyer,3.81,5030,2005-06-02,
32108,The Talisman Ring,Georgette Heyer,4.02,5550,2005-01-06,
32110,The Nonesuch,Georgette Heyer,4.04,7204,2005-01-06,
32111,The Foundling,Georgette Heyer/Kay Hooper,3.87,3716,2003-03-25,
32113,Ali and Nino,Kurban Said/Jenia Graman,3.92,147,2000-10-05,
32115,Ali und Nino,Kurban Said,3.92,39,2002-02-01,
32121,Last Rights (Francis Hancock #1),Barbara Nadel,3.53,132,2006-01-02,
32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,772,2006-10-01,
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,301,2002-07-01,
32125,After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,104,2006-12-28,
32129,Spiritual Midwifery,Ina May Gaskin,4.38,5166,2002-01-01,
32130,Monday Night Class,Stephen Gaskin,3.89,59,2005-07-31,
32137,Summer of the Dragon,Elizabeth Peters,3.92,2419,2001-03-06,
32138,Devil May Care,Elizabeth Peters,3.87,2233,2001-09-04,
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,12389,2000-01-05,
32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91,161,2002-09-20,
32154,The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14,35,2006-09-01,
32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,37,2005-11-15,
32160,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,26,2003-11-15,
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,15,1995-12-01,
32181,Zelda's Cut,Philippa Gregory,2.94,65,2001-02-01,
32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,6361,2002-09-24,
32185,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,1598,2006-06-06,
32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,891,2004-08-10,
32189,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,3,6,2006-04-01,
32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,11,1988-04-01,
32199,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31,16,1999-05-01,
32202,Asfixia,Chuck Palahniuk,3.7,47,2006-09-01,
32213,Expectant Father,Melinda Curtis,3.6,40,2011-12-15,
32226,Horse Heaven,Jane Smiley,3.88,4583,2003-08-26,
32234,White Oleander,Janet Fitch,3.96,301784,2001-09-01,
32241,The Night Remembers (Night  #1),Kathleen Eagle,3.79,228,1998-06-01,
32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,27697,2006-09-12,
32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,46863,2006-08-29,
32256,Call After Midnight & Under The Knife,Tess Gerritsen,3.99,249,2006-04-25,
32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,33678,2005-01-17,
32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,36595,2005-07-26,
32262,Life Support,Tess Gerritsen,3.99,11151,1998-08-01,
32264,The Family that Couldn't Sleep,D.T. Max,3.91,4568,2006-09-05,
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,5891,1996-08-23,
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,15444,1986-12-12,
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,1848,2005-11-15,
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,686,1997-11-14,
32286,A Mad People's History of Madness,Dale Peterson,4.33,9,1982-03-15,
32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,5040,2002-03-12,
32295,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,534,1998-06-01,
32298,Blame!  Vol. 7,Tsutomu Nihei,4.3,785,2007-02-01,
32300,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,745,1997-10-07,
32302,Blame!  Vol. 8,Tsutomu Nihei,4.26,762,2007-05-01,
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,5,2000-03-25,
32307,Blame It on Paris,Laura Florand,3.53,358,2006-10-03,
32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,96,2006-09-07,
32316,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,7,2002-11-01,
32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,406,1990-06-01,
32323,Blame! #1,Tsutomu Nihei,4.1,18,2000-03-20,
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,686,2006-10-31,
32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,609,2007-01-30,
32330,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,1875,2006-07-25,
32331,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,467,2007-05-01,
32338,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,96,1980-01-01,
32349,Mutant Message Down Under,Marlo Morgan,3.79,11224,2004-05-25,
32350,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,305,2005-11-01,
32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,3040,2005-01-25,
32353,The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75,697,2006-05-03,
32358,James Dean: The Mutant King: A Biography,David Dalton,4.07,491,2001-09-01,
32370,Dry,Augusten Burroughs,4.03,77100,2004-04-01,
32373,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,792,2002-11-08,
32386,El Retrato De Dorian Gray,Oscar Wilde,4.08,43,2006-04-07,
32396,Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,1604,2005-01-01,
32398,Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.8,692,2006-01-01,
32400,Henry IV  part II,William Shakespeare,3.8,22,2005-04-26,
32401,King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,3.8,262,1967-10-12,
32408,Piccole donne,Louisa May Alcott/Jame's Prunier/Laura Cangemi,3.98,83,2001-04-15,
32410,I Henry IV,William Shakespeare/Gordon McMullan,3.83,89,2003-04-22,
32413,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,3.92,12,1987-07-01,
32414,Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,3.85,58,2006-12-01,
32417,Black Sunday,Thomas  Harris,3.6,6969,2005-11-01,
32418,Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.76,71712,2000-05-18,
32419,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,808,2005-11-03,
32421,Velocity,Dean Koontz,3.86,53394,2006-04-25,
32422,Hideaway,Dean Koontz,3.84,30539,2005-07-05,
32424,Lightning,Dean Koontz,4.06,49312,2003-09-02,
32426,Icebound,David Axton/Dean Koontz,3.76,17062,2000-09-05,
32427,The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,4.24,3336,1991-07-27,
32428,Shadow Fires,Leigh Nichols/Dean Koontz,3.78,9553,1993-06-01,
32430,The Bad Place,Dean R. Koontz,3.9,30574,2004-07-06,
32432,Fear Nothing (Moonlight Bay  #1),Dean Koontz,4,31462,1998-12-01,
32433,The Key to Midnight,Dean Koontz/Leigh Nichols,3.95,24594,1995-06-01,
32434,Mr. Murder,Dean Koontz,3.76,22577,2006-07-05,
32435,Phantoms,Dean Koontz,3.94,61123,2002-02-05,
32437,The Face,Dean Koontz,3.71,18747,2004-04-27,
32438,Shattered,Dean Koontz,3.9,19637,1985-02-15,
32439,Intensity,Dean Koontz,4.04,65221,2000-10-31,
32441,The Good Guy,Dean Koontz,3.82,29967,2007-05-29,
32443,The Eyes of Darkness,Leigh Nichols/Dean Koontz,3.88,16242,1996-07-01,
32446,The Door to December,Richard Paige/Dean Koontz,3.95,32385,2002-06-01,
32453,The Servants of Twilight,Leigh Nichols/Dean Koontz,3.83,15666,1991-05-16,
32456,Darkfall,Dean Koontz,3.82,17016,2007-02-06,
32461,Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,3.73,202,2001-10-11,
32483,Shakespeare: The Biography,Peter Ackroyd,3.99,1541,2006-11-14,
32484,The Necessary Shakespeare,William Shakespeare,4.31,91,2004-08-27,
32487,Shakespeare After All,Marjorie Garber,4.38,852,2005-09-20,
32488,Playing Shakespeare: An Actor's Guide,John   Barton/Luann Walther,4.35,456,2001-08-21,
32498,John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,4.5,476,2004-06-01,
32499,The Pelican Brief,John Grisham,4,340714,2006-04-25,
32500,The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,4.34,2023,2001-10-22,
32501,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.12,36333,2006-10-09,
32502,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,4.18,33730,2000-01-05,
32503,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49,2026,2003-11-03,
32505,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13,29913,2006-10-02,
32506,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.2,64309,2002-07-01,
32507,Chasing the Dime,Michael Connelly,3.96,26998,2003-09-01,
32508,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.1,125864,2002-12-01,
32509,Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,3.96,117,1994-08-05,
32510,Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,13896,2006-12-05,
32511,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,3.94,421,2004-09-30,
32514,Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,4.25,701,2004-02-01,
32516,Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87,12212,2004-05-04,
32517,Shakespeare's Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick O'Connell,4.01,111,2003-10-14,
32520,Sonnets,William Shakespeare/Stephen  Booth,4.25,104,2000-07-11,
32522,The Art of Shakespeare's Sonnets,Helen Vendler,4.3,613,1999-11-01,
32523,Hide (Detective D.D. Warren  #2),Lisa Gardner,4.16,26891,2007-01-30,
32527,Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,3.96,44349,2005-12-27,
32530,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,4.16,24599,2001-01-30,
32532,On Becoming a Novelist,John Gardner/Raymond Carver,4.11,2316,1999-10-17,
32533,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,4,5019,1991-06-04,
32534,October Light,John Gardner/Tom Bissell,3.88,843,2005-10-17,
32537,Excellence,John W. Gardner,3.82,49,1995-04-17,
32540,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,4,0,1991-04-28,
32552,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36,66382,2004-10-25,
32558,Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,170,1996-10-01,
32560,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike,4.35,168,1995-11-14,
32561,The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,3.95,529,1989-08-05,
32572,The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,4.03,132,2004-09-20,
32574,The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,4.03,61,1993-12-01,
32576,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,3.72,1399,1990-03-01,
32578,Lolita,Richard Corliss,3.89,475,1994-12-27,
32579,Lolita: The Screenplay,Vladimir Nabokov,3.87,281,1997-08-26,
32581,Lolita,Vladimir Nabokov/Martin Amis,3.89,1965,1993-03-09,
32584,Mysteries,Knut Hamsun/Sverre Lyngstad,4.09,282,2001-01-01,
32585,Hunger,Knut Hamsun/George Egerton,4.05,28153,2003-11-17,
32588,Victoria,Knut Hamsun/Oliver Stallybrass,3.74,47,1994-10-01,
32589,The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,3.96,696,2001-04-30,
32590,Pan,Knut Hamsun/Sverre Lyngstad,3.9,5833,1998-09-01,
32591,The Last Joy,Knut Hamsun/Sverre Lyngstad,3.77,129,2002-07-01,
32592,In Wonderland,Knut Hamsun/Sverre Lyngstad,3.6,86,2003-09-01,
32609,Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,3.76,149,1996-10-01,
32610,On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,4.2,4151,2006-01-01,
32625,Visions of Heaven and Hell,Clive Barker,4.32,661,2005-09-27,
32626,Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,4.18,22863,1998-10-01,
32627,Everville (Book of the Art #2),Clive Barker,4.03,8829,1999-11-03,
32628,The Great and Secret Show (Book of the Art #1),Clive Barker,4.05,25955,1999-11-03,
32636,Abarat: Days of Magic  Nights of War,Clive Barker,4.2,12118,2006-09-26,
32637,Imajica: The Reconciliation,Clive Barker,4.42,2583,1995-05-10,
32639,Sacrament,Clive Barker,3.75,3942,1997-05-01,
32640,The Inhuman Condition (Books of Blood  #4),Clive Barker,3.96,6294,2001-03-01,
32649,Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09,941,2001-09-24,
32650,The Return of the Native,Thomas Hardy/Alexander Theroux,3.86,29586,2001-02-13,
32656,The Return of the Native,Thomas Hardy/Phillip Mallett,3.86,44,2006-02-14,
32664,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4,662,2000-05-02,
32667,Blood and Smoke,Stephen King,3.92,6221,2000-01-01,
32668,LT's Theory of Pets,Stephen King,3.69,2824,2001-08-01,
32679,Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,3.6,336,1999-02-01,
32680,Silver Bullet,Stephen King/Bernie Wrightson,3.64,3551,1985-11-12,
32682,Patriot Games (Jack Ryan  #1),Tom Clancy,4.14,170797,1992-05-01,
32686,Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,3.92,339,2001-09-08,
32689,Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,4.17,3162,1989-07-01,
32691,Four Past Midnight,Stephen King,3.93,1430,2004-03-02,
32692,Gerald's Game,Stephen King,3.51,117178,1992-09-01,
32694,Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan/Stephen King,3.83,4321,2005-09-06,
32695,El talismán,Stephen King/Peter Straub/Pilar Giralt Gorina,4.13,12,2003-07-01,
32696,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4,79,2004-04-30,
32702,Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,3.78,91,1987-09-01,
32703,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon/Steven Rimbauer/Ridley Pearson,3.67,7852,2001-04-29,
32709,Now and on Earth,Jim Thompson/Stephen King,3.7,339,1994-02-01,
32714,The Monkey,Stephen King/David Purdham,3.77,801,1989-10-28,
32715,Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,4.07,3231,1996-10-01,
32720,Ojos de fuego,Stephen King/Eduardo Goligorsky,3.88,353,2001-09-04,
32737,Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem/Frances Butwin,4.17,146,1999-11-01,
32741,Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,4.26,66,1990-11-18,
32750,Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,4.07,2466,2006-08-01,
32760,V.,Thomas Pynchon,3.96,46,1994-08-01,
32765,Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,4.16,37,1988-12-31,
32767,At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,3.88,24866,2005-06-14,
32768,At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,4.44,486,1985-12-01,
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25,21719,1991-09-13,
32773,Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,4.45,22,1998-06-01,
32774,At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,4.44,29,2002-06-17,
32778,The Aeneid,Virgil/Robert Fitzgerald,3.84,184,1992-06-30,
32779,The Aeneid (Verse Translation),Virgil/Rolfe Humphries,3.84,19,1987-01-15,
32780,The Iliad,Homer/Andrew Lang,3.86,64,2011-09-01,
32781,War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,4.04,532,2005-03-31,
32782,The Iliad,Homer/Victor G. Ambrus/Nick McCarty,3.86,8,2000-09-15,
32807,Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,3.94,15118,2004-12-01,
32810,The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,369,1981-08-30,
32811,The Divine Comedy,Dante Alighieri/C.H. Sisson/David H. Higgins,4.07,177,1998-06-18,
32812,Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,3.95,11566,1962-07-30,
32813,Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,4.49,29,1999-05-10,
32814,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,1050,1970-07-30,
32816,The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,3.95,1149,2005-08-01,
32823,Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,5,1,2003-06-17,
32827,From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,3.78,17325,2006-10-01,
